Ancient Greek Prose Data,,,,,,,,,,,,,,,,,,,,,,,,,
Data: https://github.com/timgianitsos/tesserae/tree/master/texts/grc,,Project: https://www.qcrit.org,Author: Tim Gianitsos (tgianitsos@yahoo.com),Repo (Private): https://github.com/jdexter476/ProseVerseClassification.git,Code commit: 4885e29884e47634bf60aa238a0b62b2166db3a3,Corpus commit: dcfed9d7d6909c46cdfa0d1a9b90e33c1612b944,Note: Frequencies are per-character,,,,,,,,,,,,,,,,,,
plutarch.marcellus.tess,history,0.00262808,0.01369632,0.00149935,0.00055594,0.05668896,0.01453865,0.00183628,0.00180059,0.01025641,0.00896242,0.00096026,0.00060648,0.00234168,0.00394211,0.00153304,0.01025641,0.00318402,0.00070756,52.1428571,304.405128,0.25925926,3.01025641,0.31746032,45366.3231
plutarch.marcus_cato.tess,history,0.00318181,0.01628443,0.00046476,0.00064351,0.0570402,0.013478,0.00155515,0.0015595,0,0.00729314,0.00214504,0.00062564,0.00173391,0.00332481,0.0013049,0.01895735,0.00332481,0.00042901,53.0869565,265.132701,0.26190476,2.60663507,0.32380952,31632.3995
plutarch.maxime_cum_princibus_philsopho_esse_diserendum.tess,philosophy,0.00066275,0.0040712,0,0.00208294,0.0767847,0.01211892,0.00123083,0.0006605,0.325,0.00568074,0.00331377,0.0004734,0.00615414,0.00094679,0.00160954,0,0.00397652,0.00056807,53.1875,264.05,0.37037037,2.35,0.55555556,25558.6475
plutarch.mulierum_virtutes.tess,miscellaneous,0.00386762,0.02126433,0.00078869,0.0011527,0.05376752,0.01308924,0.00162288,0.00156252,0.01986755,0.00758357,0.00256325,0.00080386,0.00185039,0.00248741,0.00307893,0.02317881,0.00336711,0.00081903,51.8484848,218.317881,0.19322034,2.22516556,0.22033898,13753.5215
plutarch.nicias.tess,history,0.0026089,0.01500514,0.00104356,0.00105937,0.0560993,0.0119377,0.00183414,0.00168125,0.03858521,0.0065776,0.00166021,0.00074314,0.0020555,0.00445885,0.00229267,0.0096463,0.00317812,0.0012333,51.2666667,203.360129,0.2147651,1.69207317,0.24161074,24730.5263
plutarch.non_posse_suaviter_vivi_secundum_epicurum.tess,philosophy,0.00230036,0.01090765,0.00106639,0.00251363,0.06885835,0.01310137,0.00284879,0.0031497,0.27952756,0.00511867,0.00458548,0.00044179,0.00324487,0.00297066,0.00163005,0.03543307,0.00338198,0.00091405,63.4404762,258.433071,0.24277457,2.10980392,0.3699422,35500.9148
plutarch.numa.tess,history,0.00383962,0.01254148,0.0003666,0.00069461,0.06261094,0.01439376,0.00297137,0.00304402,0.01111111,0.00710041,0.00098402,0.00067531,0.00183299,0.00517095,0.00191016,0.00555556,0.00382033,0.00150498,54.5365854,287.933333,0.36781609,2.75,0.47126437,51084.14
plutarch.otho.tess,history,0.00350593,0.01719256,0.00070793,0.00050566,0.06172465,0.0126753,0.00053937,0.00053937,0,0.00579827,0.00168554,0.00080906,0.00367449,0.00182039,0.0015507,0.01754386,0.00303398,0.00080906,44.52,260.210526,0.16666667,2.46491228,0.21929825,27822.3066
plutarch.parallela_minora.tess,history,0.00064679,0.0084083,0.0002058,0.00229317,0.03857235,0.00587993,0.00047039,0.00031979,0.08365019,0.00152878,0.00049979,0.000147,0.00258717,0.00249897,0,0,0.00705592,0,41.8,129.330798,0.08368201,1.04528302,0.09205021,5036.44951
plutarch.pelopidas.tess,history,0.00349502,0.01540231,0.00092293,0.00104397,0.05953642,0.01361697,0.00234514,0.00225507,0.0049505,0.00835174,0.001513,0.00078676,0.00217872,0.00584017,0.0016643,0.01980198,0.00408509,0.00072624,49.5076923,327.19802,0.25380711,3.01980198,0.3248731,50956.842
plutarch.pericles.tess,history,0.00224154,0.01463429,0.00048543,0.00064248,0.05395411,0.01252124,0.00194172,0.00181936,0.04411765,0.00816665,0.00128496,0.00048543,0.0013849,0.00405477,0.00201311,0.01176471,0.00376922,0.00085664,55.0786517,206.002941,0.21981424,1.82336182,0.27244582,26364.9088
plutarch.philopoemen.tess,history,0.00208483,0.01613264,0.00206001,0.00052121,0.05926882,0.01258346,0.00148917,0.00130255,0,0.00754511,0.0001241,0.00071976,0.0034499,0.00347472,0.00176218,0.02459016,0.00372292,0.00104242,51.3125,330.254098,0.13675214,2.86885246,0.13675214,51623.2223
plutarch.phocion.tess,history,0.00324256,0.0156201,0.00067989,0.00200481,0.05930756,0.01424288,0.00191765,0.0017606,0.02475248,0.00739165,0.00559604,0.00122032,0.00261497,0.00460235,0.00312053,0.08910891,0.00334716,0.00156898,54.6,283.970297,0.23033708,2.80693069,0.29775281,38329.9793
plutarch.platonicae_quaestiones.tess,miscellaneous,0.00260602,0.00907191,0.00076214,0.00108175,0.06173325,0.01271051,0.0019914,0.00203027,0.17977528,0.0072772,0.00167179,0.00014751,0.00122926,0.00233559,0.00213891,0.01123596,0.00302397,0.00029502,46.8039216,228.511236,0.22302158,2.24157303,0.28776978,22342.0813
plutarch.pompey.tess,history,0.00324735,0.01758921,0.00093687,0.00062693,0.05914259,0.01539144,0.00151449,0.00146735,0.01071429,0.0067342,0.00058466,0.00059171,0.00367704,0.00352207,0.0018033,0.01428571,0.00270495,0.00147927,50.2167832,253.503571,0.2195572,2.4125,0.25830258,33436.4286
plutarch.praecepta_gerendae_reipublicae.tess,miscellaneous,0.00254996,0.00941166,0.00092726,0.00101998,0.06377208,0.01039687,0.00264268,0.00253424,0.1056338,0.00491446,0.00285131,0.00121702,0.00434652,0.00322222,0.00290927,0.01408451,0.00295563,0.00041727,56.1641791,303.788732,0.19521912,2.51748252,0.23904382,46450.6033
plutarch.publicola.tess,history,0.00217264,0.01447613,0.00068353,0.00058588,0.05402304,0.01320672,0.001245,0.00120922,0.00584795,0.00527292,0.00153794,0.00029294,0.00258764,0.00253881,0.00153794,0.01169591,0.00248999,0.00131823,57.8214286,239.555556,0.26190476,2.0994152,0.33333333,29273.0188
plutarch.pyrrhus.tess,history,0.0021649,0.01535232,0.00062043,0.00093724,0.06247855,0.01256699,0.00134646,0.00135128,0.01094891,0.00660031,0.00232331,0.00031681,0.00290414,0.00253452,0.00237611,0.05109489,0.0021385,0.00102965,54.2173913,276.474453,0.22053232,2.62773723,0.25095057,37470.2274
plutarch.quaestiones_convivales.tess,miscellaneous,0.00301893,0.00839662,0.000824,0.00166969,0.05845348,0.01073611,0.00256838,0.00257627,0.09953704,0.00577283,0.00627397,0.00063848,0.00132274,0.00509098,0.00245032,0.04050926,0.00268162,0.00096856,52.967033,240.189815,0.23046358,2.24855825,0.27086093,22863.1052
plutarch.quaestiones_graecae.tess,miscellaneous,0.00248091,0.01471686,0.00045764,0.00040947,0.04347617,0.01064624,0.0016138,0.00172092,0.14117647,0.00587711,0.00014452,0.0007226,0.00195101,0.00057808,0.00272178,0,0.00245682,0.00028904,63.6976744,162.811765,0.15714286,1.32156863,0.18095238,13943.094
plutarch.quaestiones_naturales.tess,miscellaneous,0.00261395,0.00316942,0.00055546,0,0.05629799,0.00731907,0.00078419,0.0007873,0.53333333,0.00418232,0.00039209,0.00035942,0.00081686,0.00228721,0.00310407,0,0.00245058,0.00078419,54.2380952,204.033333,0.14492754,1.42,0.17391304,21367.0456
plutarch.quaestiones_romanae.tess,miscellaneous,0.00370584,0.00891582,0.00019619,0.00058858,0.05495548,0.01213119,0.0024742,0.00212682,0.39772727,0.00619094,0.00148234,0.00113355,0.00118805,0.00301917,0.00201641,0,0.00431622,0.00019619,46.1756757,173.763258,0.12337662,1.33709981,0.13636364,13189.9875
plutarch.quomodo_adolescens_poetas_audire_debeat.tess,philosophy,0.00218357,0.009356,0.00087949,0.0011676,0.0615191,0.00961378,0.00166801,0.00177975,0.16205534,0.00733923,0.00400321,0.00080368,0.00122826,0.00215324,0.00285077,0.03952569,0.00286594,0,69.0588235,260.660079,0.24880383,2.76377953,0.29186603,41911.592
plutarch.quomodo_adulator_ab_amico_internoscatur.tess,philosophy,0.00200025,0.00910541,0.00040496,0.00112897,0.06965272,0.0110443,0.0027488,0.00259168,0.1953125,0.00603755,0.00331329,0.00083446,0.00397595,0.00133759,0.00293288,0.02604167,0.00246656,0.00036814,57.3650794,212.213542,0.12956811,1.96649485,0.15946844,27479.1836
plutarch.quomodo_quis_suos_in_virtute_sentiat_profectus.tess,philosophy,0.00159851,0.00944575,0.0007266,0.00194728,0.06431831,0.0082832,0.00310983,0.00286731,0.17424242,0.00511524,0.00188915,0.00034877,0.00970733,0.00174383,0.00238324,0.03787879,0.00261575,0.00069753,62.0540541,260.659091,0.23584906,2.34848485,0.32075472,29994.9823
plutarch.regum_et_imperatorum_apophthegmata.tess,miscellaneous,0.00196013,0.0205725,0.0003002,0.00244574,0.04768758,0.00980946,0.00172173,0.00155956,0.04753521,0.00420279,0.00809656,0.00173056,0.00483851,0.00100655,0.00434406,0.05633803,0.00209257,0.00037083,44.4647887,199.397887,0.11673152,2.05985915,0.13424125,13130.2713
plutarch.romulus.tess,history,0.00271675,0.01576967,0.00053086,0.00074945,0.05527191,0.01320905,0.00143645,0.00144679,0.00621118,0.00924321,0.00176433,0.00056209,0.00291973,0.00385654,0.00143645,0.00621118,0.0027636,0.00046841,43.5890411,198.903727,0.19122257,2.29503106,0.22884013,13576.733
plutarch.septem_sapientium_convivium.tess,philosophy,0.00290915,0.01100715,0.00057843,0.0024328,0.05207554,0.01269139,0.00222865,0.00201203,0.14696486,0.00612453,0.01206193,0.00139503,0.00321538,0.00915277,0.00273903,0.08945687,0.00316434,0.0004083,59.7205882,187.795527,0.19047619,1.85350318,0.21031746,27537.6451
plutarch.sertorius.tess,history,0.00222703,0.01777423,0.00071433,0.00058827,0.05670525,0.01042082,0.00136563,0.0013763,0,0.00899216,0.00056726,0.00048322,0.00260521,0.00449608,0.00182785,0,0.00207996,0.00138664,54.0625,315.211921,0.24161074,3.12582781,0.29530201,45281.8889
plutarch.solon.tess,history,0.00326043,0.01327945,0.00040755,0.00161323,0.05636123,0.01163225,0.00290382,0.00290492,0.02586207,0.00753974,0.00157927,0.00040755,0.00152832,0.00327741,0.00134153,0.01436782,0.00341326,0.00101888,49.1566265,169.218391,0.20771513,1.62535211,0.24332344,17354.981
plutarch.sulla.tess,history,0.00282119,0.01886979,0.00073004,0.00055681,0.05498843,0.01330166,0.00105176,0.00101685,0.01602564,0.00757266,0.00084141,0.00022273,0.00434315,0.00492471,0.00101464,0.01602564,0.00252422,0.00244998,56.2380952,259.028846,0.26072607,2.36858974,0.32673267,31919.0729
plutarch.themistocles.tess,history,0.00339983,0.01654944,0.00091741,0.00082747,0.04614056,0.0130057,0.00197874,0.00194097,0.0041841,0.00820277,0.00273426,0.00084546,0.00230253,0.00188879,0.00241046,0.0334728,0.00420931,0.00075552,55.3076923,232.598326,0.24680851,2.12396694,0.27234043,21392.165
plutarch.theseus.tess,history,0.00211745,0.01612371,0.00013598,0.0003691,0.0612118,0.016046,0.00075762,0.00076194,0.01098901,0.00769276,0.00034967,0.00023311,0.00192319,0.00258368,0.00200089,0.003663,0.00390466,0.00023311,45.9423077,188.56044,0.17037037,1.90070922,0.19259259,16824.8324
plutarch.tiberius_gracchus.tess,history,0.00270045,0.01643253,0.00212589,0.00152259,0.0585768,0.01778276,0.00109167,0.00112161,0.03278689,0.00758425,0.00137895,0.00051711,0.00304519,0.0035623,0.00201097,0.00819672,0.00327502,0.0022408,52.6944444,285.319672,0.25,2.72131148,0.30172414,40687.6601
plutarch.timoleon.tess,history,0.0025705,0.01498939,0.00065037,0.00060391,0.05382555,0.01427709,0.00148655,0.00130343,0.01463415,0.00805215,0.00105297,0.00080522,0.00201304,0.00481581,0.00145558,0.0097561,0.00283374,0.00111491,54.4096386,315.019512,0.28643216,2.60487805,0.39698492,46541.7167
plutarch.titus_flamininus.tess,history,0.00271029,0.01315725,0.00147834,0.00130587,0.05770463,0.01148179,0.00125659,0.00127008,0,0.00916572,0.00115803,0.0004435,0.00266102,0.00551914,0.00236535,0.032,0.00221751,0.00118267,61.5581395,324.688,0.27419355,3.056,0.34677419,56265.5587
plutarch.vitae_decem_oratorum.tess,history,0.00289683,0.02431768,0.00062634,0.00081424,0.0515635,0.00638868,0.00170678,0.00187672,0.09310345,0.00526126,0.00108044,0.00087688,0.000642,0.00330395,0.0021139,0.01034483,0.00324131,0.00028185,46.226087,220.217241,0.30534351,2.26551724,0.40458015,55628.0597
polybius.histories.tess,history,0.00179283,0.01431983,0.00072178,0.00127567,0.04569873,0.0168749,0.00175469,0.0017387,0.02461204,0.00931433,0.0020035,0.00041205,0.00148588,0.00388748,0.00213791,0.00296531,0.00138543,0.00082875,60.2282774,212.536819,0.21691027,2.15166437,0.25974421,19940.5932
pseudo_plutarch.de_musica.tess,philosophy,0.00344676,0.01501254,0.00049786,0.00118722,0.05802041,0.01725293,0.00268081,0.00272701,0.08536585,0.005668,0.00250847,0.00011489,0.00015319,0.002834,0.00157019,0.0203252,0.00155104,0.00068935,50.71875,212.288618,0.22767857,2.46747967,0.28125,23734.9289
pseudo_plutarch.placita_philosophorum.tess,philosophy,0.00175248,0.00963374,0.00022518,0.00121401,0.04561342,0.01246316,0.00137065,0.00134594,0.03211009,0.01026033,0.00128254,9.79E-05,0.00102799,0.00293712,0.0031623,0.00152905,0.00126296,0.00076365,36.3174603,156.178899,0.15396825,1.67275495,0.2,15280.6698
strabo.geography.part.1.tess,history,0.00527507,0.01112118,0.00071381,0.00209861,0.06486405,0.01653188,0.00334778,0.00341621,0.06656347,0.00736654,0.00239841,3.00E-04,0.00057105,0.00292663,0.00223423,0.00619195,0.00218426,0.00171315,48.3299492,216.862229,0.25542571,2.66718266,0.31385643,18369.6637
strabo.geography.part.10.tess,history,0.00408992,0.01378681,0.00046127,0.00054327,0.06038521,0.0135408,0.00217309,0.00218199,0.0125,0.00865135,0.00139406,6.15E-05,0.00034851,0.00344414,0.00195783,0.0125,0.00190658,0.00104554,49.1451613,243.8925,0.32233503,3.335,0.46192893,38300.9459
strabo.geography.part.11.tess,history,0.00458587,0.01093312,0.00115689,0.00058366,0.06784996,0.0162694,0.00239716,0.00240707,0.00765306,0.00846301,0.00075041,6.25E-05,0.00033352,0.00346024,0.00143829,0,0.00084422,0.00150083,50.1372549,244.762755,0.31362468,3.26785714,0.3933162,24255.5075
strabo.geography.part.12.tess,history,0.00506887,0.01252422,0.001976,0.0004582,0.06223928,0.01915862,0.00251057,0.00244963,0.03044496,0.00756035,0.00111687,1.05E-04,0.00092595,0.00321697,0.00111687,0,0.00074458,0.00183281,48.8051282,245.332553,0.33333333,3.23185012,0.47101449,31800.9011
strabo.geography.part.13.tess,history,0.00295669,0.01150235,0.00110297,0.00042636,0.05336868,0.0141161,0.00256741,0.00259111,0.01176471,0.00656218,0.0012698,0.00022245,0.00060246,0.00216886,0.00145517,0,0.00125126,0.0014459,48.7286432,211.55098,0.31944444,2.5546875,0.39087302,19886.9219
strabo.geography.part.14.tess,history,0.00446004,0.01012153,0.00069148,0.00070877,0.05779038,0.014668,0.00236832,0.0023445,0.02661597,0.00653448,0.00162498,0,0.00085571,0.00197936,0.00070877,0.00190114,0.00106315,0.00088164,51.8219178,219.95057,0.30511811,2.6730038,0.41732283,23184.6706
strabo.geography.part.15.tess,history,0.00757715,0.01274538,0.00148915,0.00093729,0.0645766,0.01392794,0.00229504,0.00230642,0.00702576,0.00788374,0.00081465,0.00034163,0.00127892,0.00442365,0.00192714,0.00234192,0.00191838,0.00178698,49.6845638,267.351288,0.26241135,3.69086651,0.3498818,37831.6049
strabo.geography.part.16.tess,history,0.00553135,0.01154173,0.00097612,0.00039768,0.0630502,0.0132409,0.00282894,0.00278587,0.00242718,0.0082428,0.00122015,0.00020788,0.00074113,0.00214204,0.00104843,0,0.00105746,0.00162687,50.6163522,268.548544,0.29440389,3.5631068,0.38686131,39555.2622
strabo.geography.part.17.tess,history,0.0057457,0.01095374,0.00122778,0.0005858,0.0643502,0.01387473,0.00339445,0.0033325,0.01330377,0.00699755,0.00134815,9.63E-05,0.00065,0.00268828,0.0013321,0,0.00122778,0.00144445,46.9948718,276.308204,0.33483146,3.4789357,0.43370787,36440.4394
strabo.geography.part.2.tess,history,0.00349962,0.01126301,0.00075772,0.00123932,0.05427307,0.02018866,0.00240158,0.00246996,0.06721311,0.00809087,0.00269054,7.06E-05,0.00041097,0.00398765,0.00175302,0.00163934,0.00173376,0.00161817,51.9004739,255.296721,0.28169014,3.1391162,0.36619718,26539.2382
strabo.geography.part.3.tess,history,0.0051186,0.01115163,0.00093674,0.00053528,0.06326319,0.0154227,0.00313361,0.00312181,0.00961538,0.00642334,0.00112631,1.34E-04,0.00065795,0.00350161,0.00219687,0,0.00107056,0.00173965,56.294964,215.560096,0.26699029,2.69230769,0.33737864,18762.5493
strabo.geography.part.4.tess,history,0.00522142,0.01061381,0.0008812,0.00019728,0.06188103,0.01637447,0.00159141,0.00160019,0.00276243,0.00831218,0.00043402,0.00015783,0.00065761,0.00324859,0.00134152,0,0.00055239,0.00213065,49.2190476,210.035912,0.2465374,2.74585635,0.29085873,16439.1451
strabo.geography.part.5.tess,history,0.00418507,0.01067769,0.0012272,0.00048249,0.06023768,0.01606897,0.00240196,0.00240196,0,0.0083072,0.00058738,0.00010489,0.00077618,0.00382844,0.00137404,0,0.00072373,0.0011328,48.9166667,194.96728,0.21676892,2.57055215,0.26993865,14535.729
strabo.geography.part.6.tess,history,0.0028636,0.00993044,0.00141337,0.00049161,0.05397832,0.01372809,0.00260551,0.00260888,0.00255754,0.00658752,0.00083573,6.15E-05,0.00039328,0.00207703,0.00148711,0,0.00103237,0.00125359,48.3284672,208.097187,0.3025641,2.61892583,0.35128205,15673.1108
strabo.geography.part.7.tess,history,0.00448524,0.01082127,0.00091706,0.00069196,0.05960033,0.01309723,0.00223428,0.0022039,0.01349073,0.00760323,0.00085036,4.17E-05,0.00060859,0.00424347,0.00145895,0,0.00100043,0.00090038,47.1146789,202.274874,0.28547009,2.31695721,0.37094017,20432.3545
strabo.geography.part.8.tess,history,0.0040851,0.01049183,0.00054198,0.00076848,0.05509626,0.01488432,0.00239443,0.00243224,0.03436426,0.00776573,0.00087365,8.90E-05,0.00056625,0.001812,0.00155315,0,0.00138327,0.00150461,48.9674797,212.405498,0.3368984,2.95540309,0.42067736,22631.7016
strabo.geography.part.9.tess,history,0.00335735,0.01083822,0.00078338,0.00068869,0.05588699,0.01504782,0.00237597,0.00233963,0.00877193,0.00764443,0.00052512,0.00E+00,0.00061982,0.00235875,0.00191972,0.00350877,0.00121381,0.00098138,47.4346154,203.794737,0.33451327,2.69055944,0.46017699,19296.9737
theophrastus.characters.tess,technical treatise,0.00242104,0.01758556,0.00015407,0.00294927,0.07432596,0.00975019,0.00493012,0.00463907,0.03666667,0.00299329,0.00352151,0.00294927,0.00176076,0.00039617,0.00281721,0.01666667,0.00356553,0.00105645,33.7058824,151.45,0.1,1.31666667,0.11428571,10845.9475
thucydides.peleponnesian_war.part.1.tess,history,0.00593084,0.0221996,0.00156973,0.00224623,0.06114085,0.01253818,0.00202292,0.00203028,0.01472754,0.00656793,0.00876162,0.00105087,0.00414436,0.00443335,0.00357295,0.02061856,0.00271912,0.00126104,49.1090226,224.234168,0.31390135,2.73970588,0.3916293,20151.2397
thucydides.peleponnesian_war.part.2.tess,history,0.00658186,0.02154573,0.0017198,0.0016314,0.06122974,0.01260116,0.00257167,0.00257167,0,0.00630058,0.00484598,0.00076346,0.00375302,0.00266007,0.00404234,0.00707965,0.00188053,0.00110903,46.0655022,220.235398,0.31504425,2.65132743,0.40530973,17578.5835
thucydides.peleponnesian_war.part.3.tess,history,0.00601635,0.02074185,0.00164156,0.0023936,0.05726046,0.01086825,0.00266854,0.0026538,0.01913043,0.00769834,0.00959867,0.00157687,0.00252299,0.00335589,0.00354997,0.0173913,0.00259576,0.00160113,48.8350515,215.066087,0.28368794,2.64347826,0.33687943,16154.6113
thucydides.peleponnesian_war.part.4.tess,history,0.00496357,0.02271396,0.00136856,0.00200858,0.05744536,0.01116634,0.00232859,0.00226959,0.00649351,0.00754409,0.00407163,0.00090556,0.00386056,0.00181113,0.00286648,0.00974026,0.00306393,0.00130728,47.6060606,238.425325,0.30065359,2.72564935,0.37581699,20348.9165
thucydides.peleponnesian_war.part.5.tess,history,0.0052678,0.02280895,0.00161036,0.00173774,0.0614577,0.01166377,0.00229272,0.00225124,0.01197605,0.0072057,0.0043125,0.00082793,0.0028568,0.00184692,0.00314794,0.00399202,0.00316614,0.00152848,59.0091743,219.387226,0.18787879,2.49700599,0.22020202,22917.1594
thucydides.peleponnesian_war.part.6.tess,history,0.00670733,0.02283898,0.00150854,0.00313874,0.06325326,0.01111129,0.0035767,0.00358968,0.01740812,0.00794822,0.00991095,0.00172752,0.0038119,0.00420931,0.00304952,0.02321083,0.00311441,0.00092459,49.7025641,238.487427,0.31102362,2.95551257,0.37795276,23441.6348
thucydides.peleponnesian_war.part.7.tess,history,0.00675434,0.02313988,0.00212637,0.00185834,0.06320134,0.01105175,0.00290365,0.00287746,0.00452489,0.0075763,0.00289472,0.00158137,0.00334143,0.00309127,0.00394897,0.00904977,0.0027607,0.00101851,55.9440994,253.230769,0.28863636,2.93438914,0.36136364,23315.4852
thucydides.peleponnesian_war.part.8.tess,history,0.00647595,0.02652845,0.00193725,0.00156561,0.06123288,0.01194769,0.00204795,0.00205321,0.00205761,0.00502894,0.00037164,0.00180283,0.00495778,0.00292564,0.00315495,0,0.00346333,0.00128096,59.9276316,260.222222,0.24329897,2.63168724,0.30927835,24991.9259
xenophon.anabasis.tess,history,0.00599435,0.01667458,0.00109346,0.00363962,0.05768842,0.01966389,0.00277167,0.00277256,0.04280473,0.00825469,0.01709675,0.00170443,0.00284509,0.00305749,0.00729496,0.03668977,0.0035321,0.00155759,42.5183824,155.466368,0.18611584,1.98450876,0.2197615,9123.98389
